"A3","A4","A6","A8","A9","A10","A11","A13","A14","A15","class"
0.205,"u","i",5.125,"t","f",0,"g",400,0,1
0.96,"u","x",2.5,"t","f",0,"g",510,600,1
1.585,"y","w",3.085,"t","t",6,"g",80,0,1
4.04,"y","i",8.5,"t","t",7,"g",195,0,1
5.04,"y","c",1.5,"t","t",8,"g",144,7,1
3.165,"y","x",3.165,"t","t",3,"g",380,0,1
7.625,"u","w",15.5,"t","t",12,"g",0,790,1
2.04,"y","aa",2,"t","t",3,"g",370,560,1
10.04,"u","x",0.04,"t","t",9,"g",60,396,1
0.5,"u","q",1.25,"t","t",1,"g",0,678,1
1,"u","i",2.25,"t","f",0,"g",0,300,1
2.75,"u","c",2.25,"t","t",6,"g",160,600,1
10.25,"u","q",0.71,"t","t",2,"g",49,0,1
2.125,"y","w",0.085,"t","t",1,"g",50,1187,1
12,"u","q",14,"t","t",8,"g",0,6590,1
0,"other","other",0,"f","f",0,"p",160,0,1
9.335,"u","q",5.665,"t","t",6,"g",381,168,1
2.5,"u","k",4.5,"t","t",7,"g",150,1270,1
4.25,"u","c",6.5,"t","t",16,"g",117,1210,1
5.875,"u","cc",10,"t","t",14,"g",399,0,1
6.625,"y","d",5.5,"t","f",0,"s",100,0,1
14.5,"u","ff",18,"t","t",15,"g",0,1000,1
11.5,"u","i",3.5,"t","t",9,"g",56,742,1
2.71,"y","cc",5.25,"t","t",1,"g",211,0,1
3.5,"u","aa",3.5,"t","f",0,"s",230,0,1
4.04,"u","cc",7,"t","t",8,"g",320,0,1
11.5,"u","ff",5,"t","t",5,"g",0,8851,1
9.625,"u","e",8.665,"t","t",5,"g",0,0,1
9.25,"y","c",1,"t","t",4,"g",80,500,1
12.54,"u","aa",2.29,"t","t",3,"g",156,0,1
11,"u","e",20,"t","t",7,"g",22,0,1
9,"u","aa",1.375,"t","f",0,"g",0,0,1
9.54,"u","aa",0.085,"t","f",0,"g",100,0,1
5.5,"u","q",0.125,"t","f",0,"g",228,0,1
4,"u","c",0.25,"t","f",0,"g",160,0,1
5.5,"u","k",0.5,"t","f",0,"g",80,0,1
8.46,"y","x",2.46,"f","f",0,"g",164,0,1
0.375,"u","q",2,"t","t",2,"g",80,0,1
11,"u","cc",0.665,"t","f",0,"g",100,0,1
3.5,"u","cc",0.625,"t","t",7,"g",0,7059,1
3,"u","x",13.875,"t","t",2,"g",519,1704,1
1.75,"u","x",4.5,"t","t",4,"g",253,857,1
13.75,"u","w",5.75,"t","f",0,"g",487,500,1
21,"u","i",10,"t","t",13,"g",0,6700,1
1.835,"u","q",2.085,"t","t",5,"g",220,2503,1
0.25,"u","i",0,"t","f",0,"g",0,0,1
7.5,"u","aa",1.415,"t","t",1,"g",80,9800,1
4.625,"u","q",4.58,"t","f",0,"s",0,0,1
10.125,"u","x",2.5,"t","t",6,"g",520,196,1
10,"y","c",2.5,"t","f",0,"s",40,0,1
25.085,"u","w",1.75,"t","t",3,"g",120,14,1
5,"u","w",11,"t","f",0,"g",70,0,1
7.5,"u","q",2.71,"t","t",5,"g",160,26726,1
2,"u","i",1.5,"t","t",2,"g",120,300,1
3.04,"y","c",2.04,"t","t",1,"g",180,18027,1
8.5,"u","cc",14,"t","t",1,"g",88,2000,1
0.21,"u","q",0.29,"t","t",11,"g",80,99,1
12.75,"u","c",4.75,"t","t",2,"g",73,444,1
11,"u","x",0.29,"t","t",6,"g",121,0,1
21.5,"u","e",20,"t","t",11,"g",0,1200,1
5,"u","q",5,"t","t",6,"g",470,0,1
11,"u","x",1,"t","t",11,"g",0,3000,1
11.125,"u","x",0.46,"t","t",1,"g",100,0,1
0.625,"u","k",0.25,"f","f",0,"g",380,2010,2
10.25,"u","c",1.085,"f","f",0,"g",320,13,2
11.045,"u","c",2,"f","f",0,"g",136,0,2
0,"u","d",0.5,"f","f",0,"g",144,0,2
9.54,"u","i",0.04,"f","f",0,"g",200,1000,2
1.75,"y","c",0.165,"f","f",0,"g",132,0,2
2.335,"u","d",5.75,"f","f",0,"g",292,0,2
0,"y","ff",0,"f","f",0,"g",0,0,2
1.335,"u","i",0.335,"f","f",0,"g",0,120,2
10.5,"y","x",0,"f","f",0,"g",154,32,2
0.585,"u","ff",0,"f","f",0,"g",145,0,2
0.085,"y","c",0.04,"f","f",0,"g",140,722,2
1.21,"y","e",0,"f","f",0,"g",100,0,2
6,"u","d",1.25,"f","f",0,"g",272,0,2
1.54,"u","q",0.125,"t","f",0,"g",260,0,1
0.165,"u","q",0.21,"f","f",0,"g",200,40,1
0,"other","other",0,"f","f",0,"p",160,0,1
2.5,"u","c",1.25,"f","f",0,"g",280,0,2
6.75,"y","m",0.04,"f","f",0,"g",140,0,2
10.125,"y","k",0.125,"f","f",0,"g",160,0,2
2.5,"u","cc",2.25,"f","f",0,"s",340,0,2
5.71,"u","d",0.54,"f","f",0,"g",120,0,2
5.415,"u","i",0.29,"f","f",0,"g",80,484,2
10,"y","q",0.165,"f","f",0,"g",340,0,2
13.5,"y","ff",0,"f","f",0,"g",160,0,2
0.835,"u","m",0.085,"t","f",0,"s",200,0,2
0.875,"y","c",0.25,"f","f",0,"g",280,204,2
0.585,"y","cc",0.125,"f","f",0,"g",240,1,2
4.46,"u","c",0.25,"f","f",0,"s",80,0,2
1.25,"u","q",0.25,"f","t",1,"g",108,98,2
12.625,"u","c",0.125,"f","t",2,"g",0,5552,2
10,"u","w",0.165,"f","t",1,"g",120,1,2
1.5,"u","ff",0,"f","t",2,"g",200,105,2
0.58,"u","w",0.29,"f","t",1,"g",340,2803,2
0.415,"y","c",0.165,"f","t",1,"g",200,1,2
1.75,"y","j",0,"f","f",0,"g",160,0,2
0.75,"u","m",0.5,"f","f",0,"s",320,0,2
10,"u","w",1,"f","t",1,"g",120,1,2
0.54,"u","w",0.165,"f","t",1,"g",272,444,2
2.415,"u","w",0.125,"f","t",2,"g",220,1,2
0.335,"u","ff",0,"f","t",1,"g",160,126,2
3.125,"u","ff",3.04,"f","t",2,"g",200,4,2
9,"u","ff",4,"f","t",1,"g",70,6,2
2.5,"u","aa",1.75,"f","t",2,"g",720,0,2
2.75,"u","aa",0.665,"f","t",1,"g",80,21,2
12.125,"u","c",3.335,"f","t",2,"g",180,173,2
2,"u","ff",6.5,"f","t",1,"g",0,10,2
0.165,"u","d",0.25,"f","f",0,"s",280,0,2
1,"u","c",0.5,"f","f",0,"s",280,0,2
2.875,"u","q",0.085,"f","f",0,"g",120,0,2
13.665,"u","q",1.5,"f","f",0,"g",280,1,2
26.335,"y","ff",0,"t","f",0,"g",0,0,2
2.75,"u","ff",4.5,"f","f",0,"g",160,25,2
10.29,"u","ff",0.415,"f","f",0,"g",80,0,2
1.29,"u","k",0.25,"f","f",0,"s",140,0,2
3,"y","j",0,"f","f",0,"g",160,20,2
4.5,"u","w",1,"f","f",0,"g",360,6,2
1.75,"y","c",2.335,"f","f",0,"g",112,6,2
0.21,"u","aa",0.125,"f","f",0,"g",200,1,2
10,"u","d",0.415,"f","f",0,"g",80,42,2
0,"y","aa",0.25,"f","f",0,"g",60,0,2
0.75,"u","m",0.5,"t","f",0,"s",320,0,2
0.25,"y","c",0.25,"f","f",0,"g",280,204,2
22,"l","ff",0,"f","f",0,"p",450,1e+05,1
0,"y","m",0,"f","f",0,"s",500,1,1
0.125,"y","c",1.5,"f","f",0,"g",232,113,1
1.5,"u","w",1.5,"f","f",0,"g",150,8,1
0.375,"l","cc",10,"f","f",0,"s",300,0,1
0.375,"u","cc",0.375,"f","f",0,"g",300,44,1
0.205,"y","k",0.25,"t","t",11,"g",380,2732,1
1.25,"u","w",1.165,"f","f",0,"g",120,0,2
1.085,"y","x",1,"f","f",0,"g",280,13,2
1.085,"y","c",0.04,"f","f",0,"g",170,179,2
3.5,"u","i",0.5,"f","f",0,"s",1160,0,2
2.5,"y","w",3,"f","f",0,"s",200,0,2
4,"y","i",0.085,"f","f",0,"g",411,0,2
0,"other","other",0,"f","f",0,"p",160,0,2
2.5,"y","c",2.5,"f","f",0,"g",0,2,2
2.5,"u","c",1,"f","f",0,"g",460,16,2
12.5,"u","d",1,"f","f",0,"g",180,1062,2
2.5,"u","cc",0.5,"f","f",0,"g",348,0,2
0.75,"u","q",0.165,"f","f",0,"g",220,251,2
6.5,"u","c",1,"f","f",0,"g",0,228,2
1.25,"y","i",0.5,"f","f",0,"g",160,0,2
3,"y","aa",2,"f","f",0,"g",180,0,2
3,"u","w",0.75,"f","f",0,"g",300,67,2
4,"u","c",3,"f","f",0,"g",480,0,2
4.085,"u","aa",0.04,"f","f",0,"g",108,100,2
2.25,"u","i",0.5,"f","f",0,"g",640,4000,2
2.75,"u","i",0,"f","f",0,"g",180,0,2
1.75,"u","k",0.5,"f","f",0,"g",300,2,2
7,"u","e",0,"f","f",0,"g",0,12,2
1.5,"u","c",0.25,"f","f",0,"g",372,122,2
4.5,"y","c",2.5,"f","f",0,"g",200,1210,2
0.54,"u","c",0.585,"t","t",3,"g",180,0,2
1.5,"u","w",2.25,"f","t",1,"g",100,3,2
2,"u","j",0,"f","f",0,"g",276,1,2
0.585,"y","ff",0,"f","f",0,"g",100,0,2
11.5,"y","m",1.5,"f","f",0,"g",0,4000,2
1.585,"u","d",0.585,"f","f",0,"s",0,0,2
2,"u","i",0.25,"f","f",0,"g",221,0,2
0.165,"u","aa",1,"f","t",2,"g",320,1,2
1.335,"u","d",0.165,"f","f",0,"g",168,0,2
0.165,"u","q",0.04,"f","f",0,"g",380,0,2
3,"u","d",0.165,"f","f",0,"g",120,0,2
4.71,"u","ff",0,"f","f",0,"g",160,0,2
5.5,"u","k",5.5,"f","f",0,"s",100,0,2
2.5,"u","ff",0.085,"f","f",0,"g",100,4208,2
0.54,"u","k",0,"f","f",0,"g",100,0,2
0.335,"y","k",0.29,"f","f",0,"s",200,0,2
2,"u","e",0.165,"f","t",2,"g",320,1300,2
1.25,"u","m",13.875,"f","t",1,"g",352,112,2
6.165,"u","aa",0.165,"f","f",0,"g",220,1000,2
1.71,"y","m",0.165,"f","f",0,"s",400,0,2
11.5,"y","k",3,"f","f",0,"g",20,16,2
0.75,"y","r",0.75,"f","f",0,"g",132,2,2
2.5,"y","w",7,"f","f",0,"g",280,0,2
13,"u","e",0,"f","f",0,"g",140,1110,2
4.585,"u","k",1,"f","f",0,"s",240,0,2
1.54,"u","w",0.125,"f","f",0,"g",100,0,2
0.585,"u","aa",0.04,"f","f",0,"g",260,1004,2
0.5,"y","e",1,"f","f",0,"g",260,0,2
14.5,"u","d",0.125,"f","f",0,"g",0,286,2
0.835,"y","c",2,"f","f",0,"s",240,0,2
1.335,"u","i",0.125,"f","f",0,"g",440,4500,2
0.25,"u","i",4,"f","f",0,"s",420,0,2
5,"u","i",2.25,"f","f",0,"g",141,0,2
7,"u","c",0.165,"f","f",0,"g",160,0,2
2.5,"y","i",4.5,"f","f",0,"g",200,456,2
4.25,"y","ff",5,"f","f",0,"g",0,4,2
11.46,"u","k",1.585,"f","f",0,"g",100,1212,2
5.5,"y","c",1.5,"f","f",0,"g",60,0,2
1.5,"y","aa",0.54,"f","f",0,"g",120,67,2
0,"u","c",0.5,"f","f",0,"s",0,0,2
14.585,"u","i",0,"f","f",0,"g",178,0,2
0.17,"u","m",0.085,"f","f",0,"s",0,0,2
7,"u","e",1,"f","f",0,"g",600,0,2
5,"u","i",0.21,"f","f",0,"g",550,0,2
12.5,"u","aa",0.25,"f","f",0,"g",720,0,2
0.54,"u","m",1,"f","f",0,"g",120,1,2
1.25,"y","w",0.25,"f","f",0,"g",0,195,2
1.625,"u","d",0.54,"f","f",0,"g",0,0,2
2.04,"y","x",0.04,"f","f",0,"g",128,1,2
0.585,"y","ff",0.125,"f","f",0,"g",120,87,2
12.5,"y","k",1.25,"f","f",0,"g",0,17,2
2.085,"u","c",0.085,"f","f",0,"g",300,0,2
5.085,"y","j",0.29,"f","f",0,"g",140,184,2
0.375,"u","c",0.29,"f","f",0,"g",220,140,2
6.5,"u","i",3.085,"f","f",0,"g",73,0,2
0.335,"u","q",0.75,"f","f",0,"s",160,0,2
5.085,"y","i",1.085,"f","f",0,"g",480,0,2
6,"u","ff",0,"f","f",0,"s",0,0,2
8.125,"y","k",0.165,"f","t",2,"g",160,18,2
0.665,"y","c",1,"f","t",1,"g",2000,2,2
3.125,"u","w",0.085,"f","t",1,"g",0,6,2
0.25,"u","q",0.335,"f","t",4,"g",160,8,2
2.835,"u","ff",0,"f","t",5,"g",176,146,2
3,"u","c",1.25,"f","t",1,"g",0,22,2
0.79,"u","i",0.085,"f","f",0,"g",144,0,2
1.5,"u","i",0,"f","f",0,"s",300,0,2
0.46,"u","k",0.125,"f","f",0,"g",280,55,2
1.25,"y","ff",3.25,"f","f",0,"g",280,0,2
0.125,"y","k",0.125,"f","f",0,"g",200,70,2
1.79,"u","c",0.54,"f","f",0,"g",136,1,2
0.705,"u","c",0.375,"f","t",2,"g",225,500,2
2.54,"y","ff",0,"f","f",0,"g",180,60,2
2.5,"u","i",1,"f","f",0,"g",210,0,2
1.085,"u","q",1.5,"f","f",0,"g",108,7,2
1.25,"u","w",1.75,"f","f",0,"g",200,0,2
0.835,"u","cc",1.165,"f","f",0,"g",100,0,2
2.165,"u","c",1.5,"f","f",0,"p",120,0,2
1.25,"u","c",0.25,"f","f",0,"g",110,0,2
2.04,"u","w",0.25,"f","f",0,"g",180,50,2
0.835,"u","e",0.04,"f","f",0,"g",120,5,2
2.29,"u","ff",0.29,"f","f",0,"g",200,3,2
0.335,"y","cc",0.085,"f","f",0,"g",180,0,2
3,"y","ff",1.5,"f","f",0,"g",180,4,2
3.165,"y","c",0.165,"f","f",0,"g",160,1058,2
1.54,"u","k",0.085,"f","f",0,"g",356,0,2
1,"u","aa",0.5,"f","f",0,"g",200,0,2
2.71,"u","c",2.415,"f","f",0,"g",320,0,2
0,"y","ff",0,"f","t",4,"g",45,1,2
0.585,"u","ff",0,"f","t",3,"g",350,769,2
0.165,"u","ff",0,"f","f",0,"s",62,27,2
1.25,"u","ff",0,"f","t",1,"g",92,300,2
0.875,"u","k",0.375,"f","t",2,"g",174,3,2
0,"u","k",1,"f","t",11,"s",0,0,2
5,"u","ff",0,"f","t",2,"g",17,1,2
2.71,"y","m",0.125,"f","f",0,"s",80,0,2
3,"u","k",0.04,"f","f",0,"g",160,40,2
0,"y","j",0,"f","f",0,"g",86,0,2
11.25,"u","ff",0,"f","f",0,"g",160,5200,2
0.125,"u","c",0.165,"f","f",0,"g",132,0,2
1.665,"u","ff",0,"f","f",0,"g",340,1,2
1.125,"u","ff",0,"f","t",1,"g",96,19,2
7,"u","c",0.5,"f","f",0,"g",0,0,2
3,"y","i",7,"f","f",0,"g",0,1,2
1.625,"u","c",1.5,"f","f",0,"g",0,316,2
4.25,"u","q",3.5,"f","f",0,"g",454,50,2
0.665,"u","w",0.25,"f","f",0,"g",300,0,2
1.5,"u","d",3.75,"f","f",0,"g",0,350,2
18.125,"u","w",0.085,"f","f",0,"g",320,3552,2
0,"other","other",0,"f","f",0,"p",160,0,2
0.75,"y","c",0.04,"f","f",0,"g",240,0,2
5.5,"u","i",5,"f","f",0,"g",210,687,2
0.29,"y","c",1.5,"f","f",0,"g",160,0,2
2.415,"y","c",0,"f","f",0,"g",120,0,2
0.875,"u","m",0.085,"f","t",4,"g",254,1950,2
0.5,"u","c",0.125,"f","f",0,"g",360,0,2
0.29,"u","ff",0,"f","t",10,"g",200,18,2
1.835,"u","j",0,"f","t",1,"g",200,53,2
3,"u","m",2.79,"f","t",1,"g",280,10,2
3.085,"u","c",2.5,"f","t",2,"g",160,41,2
1.375,"u","w",0.04,"f","t",3,"g",0,33,2
2.335,"u","k",0.75,"f","f",0,"g",180,0,2
4.085,"u","i",0.415,"f","f",0,"g",120,0,2
11.665,"u","k",0.085,"f","f",0,"g",320,5,2
4.125,"y","i",0.04,"f","f",0,"g",140,100,2
6.5,"u","i",0.125,"f","f",0,"g",60,100,2
4,"y","i",1,"f","f",0,"g",360,1000,2
0.415,"u","c",0.125,"f","f",0,"g",0,44,2
2,"u","d",0.75,"f","f",0,"g",80,0,2
0.835,"u","i",0.085,"f","f",0,"g",220,5,2
2.5,"y","i",10,"f","f",0,"s",200,0,2
11.5,"u","i",0.415,"f","f",0,"g",0,0,2
2.71,"y","other",0.085,"f","f",0,"s",80,0,2
0.5,"u","i",0.165,"f","t",6,"g",240,35,2
3.165,"y","k",0.415,"f","t",1,"g",280,80,2
9.5,"u","aa",1.75,"f","t",10,"g",0,10,2
0.415,"y","c",0.04,"f","t",2,"g",128,6,2
1.08,"u","m",1.165,"f","f",0,"s",28,0,2
19,"y","ff",0.04,"f","t",2,"g",0,351,2
0.125,"y","k",0.085,"f","f",0,"g",216,2100,2
13.335,"y","aa",0.04,"f","f",0,"g",120,475,2
3.54,"y","ff",0,"f","f",0,"g",180,1,2
1,"u","q",0.125,"f","f",0,"g",263,0,2
