"V1","V4","V5","Class","duplicate_1","duplicate_2"
-0.522058,0.113175,-0.281255,1,-1.319068,1.251882
1.265175,-0.753286,-0.010905,1,-0.963455,-0.906316
-0.753362,-1.476504,-1.130669,1,1.389943,-0.358972
-0.859294,0.250508,3.031632,1,-0.345765,-1.115657
-0.438212,1.093553,1.462216,2,-0.006465,-0.650845
0.078875,-1.583821,1.817099,1,-0.127798,1.067347
0.015602,-0.02279,-0.136583,1,-1.516653,1.706552
2.746129,-0.387828,-0.265349,1,-0.945815,-1.802384
-0.556506,-1.470319,0.542526,1,2.316463,-0.295628
0.158397,0.144454,1.061025,2,0.911236,0.218274
1.259586,-0.310994,-0.400209,1,-0.623273,-0.888911
-0.464874,-1.23635,-0.136583,1,0.641092,1.333898
-0.700087,2.253595,3.040578,2,0.305573,-0.704671
-0.386628,-0.767624,-0.346717,1,-1.288349,1.419439
0.060941,0.920327,-1.713515,2,0.759739,-0.349544
-0.814265,-0.899808,1.433597,2,-0.474786,-0.958308
-0.571836,0.833337,1.675774,2,1.381882,-0.198208
-0.744946,-1.048645,0.988874,2,0.53646,0.247626
0.440202,-0.269081,0.070634,1,-0.444774,0.162767
-0.793709,1.521558,-0.136583,2,-0.005438,-0.869537
-0.146509,-0.778144,-0.407497,1,-1.343326,0.533365
-0.743568,0.824549,0.187144,1,1.360551,-0.496537
-0.463885,-1.187615,0.461837,1,1.664345,-0.239756
-0.80826,-0.29058,-0.433646,1,-1.136985,0.213809
-0.208894,-0.609571,-0.136583,1,0.397584,1.414257
-0.336226,0.419887,-1.338629,2,0.256839,0.01622
-0.459869,1.037585,1.717954,2,0.001747,-0.604049
-0.361637,-0.170906,-0.412964,1,-1.364793,1.971846
1.323715,0.351737,-0.136583,1,0.059933,0.080822
-0.756117,-0.387897,-0.136583,1,0.060231,0.114133
-0.543415,-0.707262,-0.136583,1,-1.233232,0.668902
-0.739543,0.902223,1.785499,2,-0.270589,-0.896713
1.178268,-0.713057,-0.308638,1,-1.228453,1.753294
-0.184728,0.475559,-0.136583,2,0.851221,-0.438948
-0.640781,-1.487612,-0.697156,1,1.560631,-0.151736
1.828565,-0.337722,-0.22871,1,-0.941984,-0.728037
-0.601688,0.908099,2.309403,2,1.368807,-0.796831
0.437815,-0.320023,-0.285829,1,-1.113992,-2.462935
1.906296,0.253906,-0.582359,1,-0.08491,-0.346081
-0.676116,1.554464,1.226415,1,0.504593,-0.920422
-0.545993,2.245686,2.698704,2,0.154189,-0.792215
-0.311945,-0.738461,-0.349058,1,-1.385168,1.233094
-0.500596,0.91828,-0.136583,2,0.143057,-0.832882
-0.422827,0.382226,-0.226288,1,1.196649,1.241119
-0.114416,2.038161,-0.740188,1,0.114758,-0.888874
0.048561,-0.234463,-0.580962,1,-1.140631,0.648398
-0.134299,1.638415,-1.613428,2,0.811888,-0.587999
3.352419,-0.779584,-0.209933,1,-0.944017,-0.966021
0.348357,-0.690733,-0.288611,1,-1.200923,1.490856
-0.850033,1.468679,-0.136583,1,0.741337,-0.755647
-0.778757,1.15414,1.873873,2,-0.129084,-0.236983
-0.862129,0.120059,2.708467,1,-0.391398,-1.156826
-0.353587,0.827135,-0.762208,2,1.026188,-0.94253
-0.617183,0.547372,0.713432,1,1.080801,-0.500951
-0.689987,-1.382655,0.550403,1,1.494078,-0.531124
-0.007934,-0.930957,0.566877,1,1.595977,-0.584056
-0.660014,-1.16571,-0.374922,1,-1.398777,1.456087
0.719207,0.205913,-0.423742,2,0.883822,0.764935
-0.490572,-0.098371,-0.603002,1,0.500347,0.338924
0.52591,-1.008378,2.45839,1,-1.166201,0.569379
-0.419657,0.888476,-1.500526,2,1.290692,-0.84388
0.484547,-0.23663,0.10831,1,-1.214319,0.866515
1.57129,-0.696013,0.902268,1,-1.011492,-0.888314
-0.565643,-0.943642,-0.482734,1,0.279574,0.038897
2.610114,-0.09161,-0.290287,1,-0.584646,-0.792976
-0.503492,2.932916,-1.221231,2,0.949435,-0.922614
-0.561951,1.180806,-1.104984,1,1.956965,-0.450408
0.059106,0.669068,-0.469915,2,0.958166,1.187915
-0.476777,-1.704738,-0.608079,1,1.360551,-0.293207
1.462909,0.073677,0.385998,1,-0.243419,1.038137
-0.710853,0.918243,-0.136583,2,-0.120084,-0.935633
-0.772159,-1.06364,-0.50836,1,0.838762,-0.145003
-1.887051,-1.163424,-0.136583,1,-0.19867,-0.830487
2.600716,-0.021003,-0.260203,1,-0.651474,-1.752882
-0.560158,0.994624,1.594951,1,1.141108,-0.918325
-0.61959,1.862813,-0.136583,2,-0.074209,-0.85467
-0.712059,0.135441,-0.136583,1,-0.105827,-0.854212
2.864874,0.080825,0.152061,1,-0.48364,-0.836867
0.345108,2.058713,1.678258,2,0.513076,-1.090301
1.448458,-0.364489,0.036488,1,-0.671663,-1.036451
0.574505,-0.029576,-0.815318,1,-0.358881,-0.031709
-0.786055,1.001591,-0.455075,1,1.067834,-0.641559
-0.637317,0.132349,-0.555235,1,0.705149,0.607719
2.716166,0.268127,-0.434315,1,-0.49373,-1.843314
0.211388,-0.036787,-1.176583,1,0.135089,0.564091
-0.054138,-0.904133,0.217673,1,0.194468,2.039832
-0.841948,2.13075,-1.693309,2,-0.144009,-0.969984
-0.57685,2.53504,-1.629842,2,0.35985,-0.401797
0.977018,-0.706214,0.094394,1,-1.044926,0.127187
-0.801669,1.634009,-1.06743,1,0.575036,-0.891051
0.36105,0.315087,-0.893974,1,0.055812,1.120963
-1.075429,-0.500597,-0.136583,2,0.752327,-0.66067
-0.275051,-0.879372,-0.402292,1,0.241933,2.075105
-0.643204,1.768605,2.452709,1,-0.094549,-0.625454
-0.623362,-1.487652,-0.136583,2,2.138167,-0.331946
-0.103089,-1.379995,-0.368374,1,-1.362597,1.96113
-0.652698,0.502427,-0.136583,1,1.21074,0.141758
-0.501176,-0.756133,-0.373544,1,-1.365357,2.270486
2.674302,-0.593957,-0.211376,1,-0.572598,-0.807674
-1.042792,-1.090096,-0.136583,1,-0.360132,-1.683042
1.485722,-0.372077,0.042907,1,-0.970772,-0.457798
-0.033683,-0.034365,-0.4241,1,-1.297956,1.096347
1.285356,-0.122164,1.86364,1,-0.432026,-0.344572
0.753956,-0.592087,-0.004354,1,-1.011846,-0.393533
-0.686507,1.34439,1.681055,1,-0.260938,-0.94751
-0.295809,0.442151,-0.605544,1,-1.481416,2.45085
-0.426546,1.862888,-1.103579,1,0.653875,-0.80098
0.37563,-0.703029,-0.328469,1,-1.205196,0.715056
-0.743413,-1.661641,-0.809268,2,1.154615,-0.915945
-0.327048,-0.888281,0.188317,1,0.81178,-0.228405
0.593021,-0.249871,0.309018,1,-1.355203,0.817752
-0.785897,-1.401603,-1.066096,1,1.661957,-0.470651
-1.122341,-1.191524,-0.136583,1,1.051701,0.194515
-0.600706,-0.089616,0.135407,1,0.2303,0.196384
-0.79122,-1.405747,-0.624088,1,1.586241,-0.308479
-0.632476,-0.64608,-0.136583,1,1.582297,-0.178127
-0.502384,-0.82755,-0.356922,1,-1.289894,1.537233
-0.830244,0.917904,1.546036,2,-0.473294,-0.57236
-1.087239,1.650467,-0.136583,2,0.601338,-0.659795
-0.660999,-0.851928,0.635516,1,-0.347588,-0.225245
0.498579,-0.69806,0.289821,1,-1.173427,1.235186
-0.68389,-1.10606,-0.586297,1,0.775354,0.0459
-0.23888,0.19347,2.177476,1,0.506798,1.436923
0.576543,-1.229262,1.633037,1,-1.303301,1.022344
-0.618987,0.25702,2.793523,2,-0.248872,-0.1668
-0.746265,0.908902,1.664707,2,-0.269243,-1.12752
0.359711,-0.363881,-0.136583,1,-0.995089,-0.534084
-0.664236,-1.517289,-0.783283,1,2.630868,-0.258591
-0.685148,0.093958,-0.576082,1,0.593071,0.360391
2.332856,-0.386423,-0.243651,1,-0.930716,-1.108192
-0.710812,1.179814,1.087496,2,0.127718,-0.75468
-0.773156,2.122225,-0.764411,1,0.311635,-0.946335
2.856454,-0.60793,-0.226683,1,-0.968212,-0.641177
-0.771108,-0.076268,-0.136583,1,0.245164,0.222833
-0.663508,-1.407535,-0.803006,1,2.113055,0.045195
-0.168119,-0.189778,-0.347291,1,-0.068362,0.942162
-0.575799,-0.026057,0.53167,1,-0.232084,0.020367
-0.271008,-0.836291,-0.424866,1,-1.496625,1.350278
-0.590094,0.47479,-0.136583,2,0.536244,-0.847286
0.240838,-0.242357,0.300872,1,-1.408654,1.088697
-0.40365,0.397916,-0.658153,1,1.034141,1.247735
-0.2938,-1.12341,0.58675,2,1.312541,-0.464562
-0.804813,2.061537,-0.136583,1,-0.276851,-0.969469
1.553392,-0.632981,-0.243444,1,-0.438941,-0.155414
-0.706436,-0.33253,-0.895676,1,0.090077,-0.025681
-1.144901,0.377287,-0.136583,1,1.260036,0.271479
-0.730576,0.72877,1.981409,2,-0.287784,-0.729828
-0.199499,-0.500597,-1.176951,1,0.011977,-0.910812
-0.600883,-0.117855,-0.350425,1,-1.310964,0.889968
0.613982,-0.733595,-0.326239,1,-1.361924,1.298072
0.234841,-0.739041,-0.34572,1,-1.388669,1.192697
-0.646664,-1.340097,-0.252345,1,1.836286,-0.058452
-0.739538,2.588635,-1.605253,1,0.202681,-0.979361
-2.110076,-0.690593,-0.330983,1,-1.144534,-2.424552
-0.627655,1.917601,-1.496414,2,-0.043157,-0.830194
-0.674274,-1.324677,-0.652924,1,1.752607,-0.224728
-0.553998,-0.18713,0.103339,1,-0.175836,0.528289
1.921214,-0.398271,-0.026612,1,-0.703855,-1.103319
0.427695,-0.068908,-0.892059,2,0.364313,1.543649
1.732971,-0.681879,-0.288218,1,-1.127938,0.864576
-0.630206,1.631447,-1.071373,2,-0.34874,-0.633365
-0.523255,-1.178357,-1.139839,2,1.54587,-0.13605
-0.732438,-1.324677,-0.620594,1,1.682229,-0.319445
-0.246494,-0.711427,0.115107,1,-1.202588,1.778721
0.397476,-0.617486,-0.236907,1,-1.083604,-0.026445
0.544915,-1.097911,1.985561,1,-1.285285,0.916793
2.058195,-0.296834,0.039731,1,-0.620944,-0.757919
-0.795348,2.323235,-0.136583,2,-1.457086,-0.578955
0.209429,0.048801,-0.386402,2,0.176962,1.866365
-0.147945,0.356246,-0.526362,1,0.973424,-0.092974
-0.026021,-0.738755,-0.136583,1,-1.344102,1.102233
-0.679586,0.660314,1.511739,1,-0.414259,-0.85946
-0.514324,0.988535,-1.01521,2,1.75748,-0.538363
0.016402,0.047032,-0.418695,2,0.822046,1.389652
-0.776283,2.061186,-0.136583,1,0.62336,-0.737382
1.99665,0.778348,-0.724702,1,-0.133503,-1.024503
-0.607807,-1.490905,1.634775,2,1.783932,-0.702996
-0.205608,-0.375156,-0.317311,1,-1.27882,0.958001
1.993448,0.778336,-0.721535,1,-0.134886,-1.023942
-0.770802,2.039278,-1.333803,1,0.158893,-0.491341
0.778655,0.99446,-0.707465,1,-0.269611,0.835542
-0.127305,-0.820675,1.014114,1,-1.251515,2.23634
0.236168,-0.637182,0.053996,1,-1.094783,0.409636
1.386797,-0.607618,-0.224869,1,-0.438409,-0.221273
-0.84335,0.182416,1.737672,1,-0.435235,-0.993798
0.314808,0.073677,1.340127,1,0.381094,1.091188
0.440202,-0.285145,-0.414844,1,-1.149792,1.168845
2.158482,-0.887709,-0.351776,1,0.427138,-0.502745
-0.221603,0.004875,-0.443363,1,0.262944,1.661761
-1.134392,0.277241,-0.136583,1,0.626515,0.451795
0.407421,0.408816,0.710348,1,-1.397822,1.551016
-0.425147,0.96487,-0.827114,2,0.763802,-0.563631
-0.450872,-1.356718,0.656671,2,1.313784,-0.756243
0.381127,-1.083694,1.332497,2,0.972656,0.19629
-0.301688,-1.114302,-0.136583,1,1.246842,0.097107
-0.79602,1.447349,-0.136583,2,0.44111,-0.680303
0.882029,-0.651956,-0.136583,1,-1.154721,0.410024
-0.689006,-0.718034,-0.751814,1,1.660639,-0.228394
-0.609299,-1.24859,-0.675366,2,1.502269,-0.204788
-0.651838,-0.937302,0.290301,1,0.240779,0.181379
1.494386,-0.381904,-0.218037,1,-0.925608,-1.061397
-0.73668,0.369482,-0.136583,2,-0.514115,-0.907293
-0.866736,0.031894,-0.863139,1,-0.490765,-1.03673
-0.608819,-1.723184,-0.136583,1,1.894443,-0.142254
-0.52404,-1.221839,-0.681202,2,0.692052,0.063819
-0.601638,-1.338665,-1.03942,2,1.905876,-0.403891
-0.70237,0.147194,-0.136583,1,0.383774,0.392974
-0.183305,0.537706,-1.519981,2,0.644139,-0.466579
-0.77721,2.083382,-0.136583,1,0.497537,-0.511336
-0.256395,-0.931043,1.786732,1,-1.345751,1.494075
-0.762375,2.038425,-0.136583,1,-1.564097,-0.825578
0.391549,-0.8941,-0.425168,2,0.979918,1.127285
-0.697082,1.132095,-1.389327,2,0.306426,-0.645604
-0.278393,-0.808405,-0.260266,1,-1.43759,2.484526
2.636024,-0.577747,-0.216652,1,-0.966708,-0.658572
-0.68491,1.7272,-0.136583,1,-0.096295,1.371545
0.139931,-0.876452,-0.927862,2,0.888425,0.165904
-0.768859,-0.969075,2.980608,1,-0.329043,-1.03492
0.469152,-0.624918,-0.230049,1,-1.026882,-0.090624
1.859506,-0.383005,-0.197457,1,-0.974168,-0.445037
-0.756473,-1.31113,3.20864,1,-0.302147,-0.997478
0.415561,-1.253777,-0.371604,1,-1.18918,0.957907
-0.589536,0.489775,1.009166,2,0.97177,-0.711003
-0.085894,-1.47978,1.399462,1,-1.370105,1.835697
-0.811407,-0.500597,-0.136583,2,0.175622,-0.81941
-0.074169,-1.03549,3.168805,1,-1.147021,0.021883
2.444206,-0.686288,-0.274638,1,-0.021467,-0.310801
-0.475901,0.548657,1.634809,2,0.556753,1.052342
0.244995,-1.042665,1.869703,1,-0.115589,0.745536
-0.776768,1.573421,-1.438254,2,0.167773,-0.86836
0.686158,-1.265697,-0.277196,1,-1.197832,0.626496
2.632321,-0.606303,-0.013186,1,-0.960456,-0.902388
-0.793877,0.338071,0.808364,2,0.39566,-0.788898
2.162465,0.733386,-0.528825,1,-0.339941,-1.117568
-0.785084,2.247619,-1.719613,1,-0.311302,-1.019048
-0.033149,-0.198704,0.148284,1,-1.261445,1.323993
-0.641959,-0.149107,-0.326982,1,-0.057281,0.400283
-0.356886,-1.113334,2.381533,1,-1.233334,0.934172
1.28007,-0.357984,-0.252127,1,-0.544602,-0.053047
0.311512,-0.648619,-0.241273,1,-1.119856,-0.112197
-0.7202,1.05717,-1.477085,2,0.137166,-0.58121
-0.430527,-0.220955,-0.293327,1,-1.16048,0.757168
-0.851995,0.170726,-0.136583,1,-0.497534,-1.124144
-0.098315,-0.946429,0.239203,1,0.269849,1.907279
-0.22676,0.371867,-0.136583,1,1.783824,-0.272339
-0.325499,1.064552,2.570929,2,1.385145,-0.827224
-0.612558,-1.449943,-0.136583,1,2.019801,-0.236419
-0.189601,0.406458,0.519358,2,-1.425312,2.394085
-0.318363,0.674449,2.711056,2,1.393358,-0.951294
-0.736789,0.499804,-1.139839,2,-0.270711,-0.657865
-0.695242,-1.145821,-0.136583,1,0.600711,0.308198
0.269916,-0.211195,-0.34248,1,-1.287333,0.944582
-0.861735,-0.916981,-0.864319,2,0.127383,-1.134381
-0.507112,-0.802688,-0.401825,1,-1.398481,2.013923
2.405964,-0.756133,-0.511672,1,0.644993,-1.810562
0.200631,0.312913,0.409543,1,0.073497,2.029456
-0.576146,-1.010187,-1.312998,2,1.388095,-0.108801
-0.329331,-0.035618,-0.63146,1,0.262782,1.910745
-0.609665,0.777947,-0.136583,2,0.389793,-0.396874
-0.813305,2.293229,-0.136583,1,0.652362,-0.794918
-0.711667,2.410777,-1.263006,2,-0.028509,-0.424733
-0.060235,-0.625965,-0.248979,1,-0.460082,-0.11074
-0.800612,-1.609158,-0.136583,1,-0.294636,-1.108298
3.828575,-0.559184,-0.194491,1,-0.941616,-0.766269
-0.726402,1.066134,2.417182,2,1.226398,-0.986231
-0.705733,-1.265697,-0.533964,1,1.337654,-0.220451
2.443566,0.041452,0.531416,1,-0.292447,-0.294852
-0.75083,0.876336,1.402128,2,-0.271624,-0.376658
-0.785588,-1.601273,-0.136583,1,-0.314435,-1.086053
-0.125956,-1.053162,-0.48374,1,0.70249,1.707093
-0.742438,0.82013,-0.136583,1,1.376155,-0.14941
0.960761,1.071846,-0.645878,1,-0.200377,0.847891
-0.743384,0.706434,-0.136583,1,-0.015474,-0.880936
-0.428909,0.149898,-0.464432,1,-1.218598,0.204104
3.101991,-0.365206,0.006161,1,-0.971642,-0.916837
-0.528298,1.394256,-0.136583,2,0.146706,-0.449842
-0.896988,-1.062046,-1.107242,1,-0.462389,-1.116595
-0.087219,0.047661,0.26484,1,0.156261,0.289574
-0.815784,0.721119,2.230722,1,-0.383275,-1.027629
1.292157,-0.29549,0.13932,1,-0.634214,-0.506779
-0.214887,0.59914,-0.707988,1,-1.463575,2.104269
0.247872,-0.149271,0.91741,1,-1.356603,1.442539
-0.863489,-0.909957,1.787549,2,-0.613889,-1.582094
-0.283074,0.959484,2.626261,2,1.291351,-0.832066
-0.75705,0.18406,-0.509205,1,0.542705,0.214032
-0.571836,0.833337,1.675774,2,1.381882,-0.198208
-0.213857,0.435902,-0.136583,2,1.238554,0.251292
-0.531105,1.467336,-1.762224,2,0.25551,-0.536165
0.513904,-0.360426,0.053329,1,-0.958142,-0.662019
2.127984,-0.61601,-0.203635,1,-0.987114,-0.328012
2.937399,-0.587053,-0.225673,1,-0.94114,-1.802774
-0.482332,-0.608261,-0.607664,1,-1.484801,2.111719
0.157746,0.397947,-0.711577,2,0.910707,0.217734
-0.61852,-1.648617,-0.773226,1,2.265016,-0.013649
-0.023376,-0.82898,-0.563117,1,-1.296889,1.585996
1.342709,-0.120446,0.211617,1,-1.269996,1.576173
-0.628652,-1.444064,-0.136583,1,2.399159,0.159982
-0.839037,0.810902,-0.836738,2,-0.377525,-1.118049
-0.740472,1.392034,-1.419064,1,-0.051209,-0.726656
-0.126043,-0.180313,0.151454,1,-1.333847,1.397689
-0.629208,-1.166508,-0.66932,1,1.846984,-0.431371
-0.204202,-0.232587,-0.336944,1,-1.371774,0.696597
-0.543362,0.279145,-0.22511,1,0.944108,-0.116556
-1.782319,-1.175908,-0.278753,1,-0.646438,-0.911734
0.320514,-0.271283,-0.323598,1,-1.200638,1.282585
-1.731297,-0.679553,-0.290878,1,-1.249343,-2.312695
-0.365544,-1.285989,-0.69344,1,1.819419,0.787037
-0.536734,0.638266,0.540705,2,1.353387,-0.925142
-0.610891,0.893987,0.957706,2,-0.020165,-0.216702
-0.665968,-1.203707,0.858844,1,1.389424,-0.104548
-0.800229,1.014372,1.736473,2,-0.34875,-0.943745
-0.594961,0.21349,-0.692216,1,0.794664,-0.063881
0.988011,-0.244402,0.14602,1,-1.085315,0.015891
-0.83006,1.693981,-0.136583,1,0.242752,-0.944409
1.854243,-0.216887,-0.315395,1,-0.549536,0.040448
0.019725,-0.841156,-0.437595,2,0.817658,1.713144
2.734716,-0.28467,-0.246612,1,-0.980812,-0.857126
-0.64385,0.755411,0.90932,2,1.304383,-0.917078
-0.624125,1.900213,1.201514,2,2.084765,-0.143887
0.564269,0.630143,-0.136583,1,1.291384,-0.276557
-0.313082,0.130975,-0.767182,1,-0.02255,1.161654
-0.411935,0.678091,0.886073,2,1.584382,-0.893117
-0.446392,2.396377,-1.817542,1,0.214977,-0.757953
-0.431419,-0.721564,-0.136583,1,0.145228,0.89958
-0.567617,1.916659,-1.12358,2,0.147265,0.025702
0.702846,0.193762,-0.408605,1,0.25365,1.374835
3.335825,-0.588374,-0.045485,1,-0.93471,-1.054289
2.797251,-0.300261,-0.241311,1,-0.989845,-0.880493
3.314665,-0.609571,-0.232785,1,-0.996691,-0.513473
-0.065934,-0.73461,0.541666,1,-1.334548,1.72292
0.123177,-0.681489,-0.282288,1,-1.266718,1.227207
-0.306924,-0.327695,-0.389617,1,-1.190529,1.102269
-0.698536,1.240728,-0.136583,2,-0.188597,-0.818258
-0.841511,-0.339108,-0.377828,1,-0.654179,-0.962949
-0.595496,-0.160288,0.165159,1,-1.384855,1.590438
0.182769,0.409474,0.503551,1,1.447635,-0.471621
-0.716611,-1.315942,0.55488,1,1.941816,-0.812639
-0.535376,-1.481625,-0.819767,1,1.735328,-0.237183
-0.471265,0.885475,-0.295576,2,0.241027,-0.800623
-0.847626,-1.872634,-0.136583,1,-0.289216,-1.05581
1.633289,-0.316282,-0.301023,1,-0.446447,-0.023778
1.708923,-0.715068,0.218108,1,-0.074452,0.07349
0.84325,-0.659397,0.042556,1,-1.131907,0.863906
-0.144891,-0.661859,-0.258762,1,-1.11772,0.780163
2.840908,-0.359729,-0.25117,1,-0.63629,-0.715664
-0.190068,0.363807,-0.576721,1,1.081968,0.242256
-0.463147,1.702167,-0.136583,2,0.645447,0.276754
-0.729998,-1.371444,-0.136583,1,1.674092,0.393609
-0.724597,-0.744728,-0.543764,1,1.195482,0.886008
-0.513828,-1.058967,-0.136583,1,0.338919,0.562458
0.071627,-0.116003,-0.542612,1,-0.236065,1.038806
0.169674,-0.652717,-0.25311,1,-1.14511,0.06879
2.441575,-0.344193,-0.240143,1,-0.962421,-0.845564
-0.693454,0.879361,-0.136583,2,0.31304,-0.89498
-0.666283,1.657962,1.560778,1,0.035078,-0.720764
-0.829076,1.289101,-0.222564,1,-0.461957,-1.156631
0.460325,-0.636273,0.037225,1,-1.088466,0.537653
-0.212816,0.424374,0.492359,1,1.275704,-0.539598
-0.560116,-1.535168,-0.798506,1,2.189009,-0.202132
-0.830108,0.301364,-0.136583,2,0.075727,-1.023969
-0.672905,-0.158885,-0.315654,1,-0.296558,0.734702
-0.732679,1.735373,-1.017187,1,0.138165,-0.896573
-0.557847,0.623859,0.758276,1,1.726165,-0.589777
-0.702161,1.698601,-0.136583,2,0.029138,-0.543436
-0.057522,-0.199437,0.14619,1,-1.260722,1.453655
-0.689161,-2.030907,-0.86686,1,0.952547,-0.757967
-0.796949,2.361752,-0.136583,1,0.624592,-0.767461
0.058962,-0.749585,-0.35716,1,-1.336331,1.304593
-0.719607,-0.094823,0.181224,1,0.069833,0.344259
-0.639405,0.802265,-0.929438,1,1.147667,-0.695677
-0.772263,0.646482,-0.136583,2,0.598874,-0.682576
0.642547,-1.094408,0.42745,2,-0.015305,-0.344821
2.917964,-0.744546,-0.234584,1,-0.969887,-0.670206
-0.538641,-1.352245,-0.735058,2,1.879261,-0.151642
-0.769063,-1.465146,-1.096473,1,1.196941,-0.271035
-0.493375,0.710708,-0.136583,2,0.226001,-0.861211
-0.426088,0.703282,1.581013,2,1.021855,0.283405
-0.318493,-1.258999,-0.767522,2,1.362302,-0.595716
-1.083759,0.268844,0.05135,1,-1.059457,-0.274243
-0.539509,-0.99817,-0.471841,1,0.547201,0.287153
1.459718,-0.398523,0.073363,1,-0.945289,-1.16456
1.539755,-0.867036,-0.369149,1,0.303228,0.405888
-0.206955,-0.756144,-0.386803,1,-1.394892,2.043603
2.228481,-0.397866,-0.207327,1,-0.951722,-0.899504
0.479656,-1.014331,-0.517642,2,1.44515,0.346573
-0.776902,-1.263702,2.956269,1,-0.339577,-1.084297
